"ID","Name","RA","DEC","Obj. Type","Repeater of Primary Burst","DM","DM-Err","DM-Units","Gal. DM Limit","Gal. DM Model","Barycentric Datetime","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"67962","FRB 20200718A","09:56:24.000","+68:47:24.00","FRB","20200120E","88.96","1.62","pc/cc","41.62","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","chimefrb_101903385","","","1","1","2021-04-23","","","2020-07-18 22:12:31.867","CHIME_FRB_bot","","2021TNSFR1346....1C","",""
"65101","FRB 20200627A","21:47:00.000","-39:28:60.00","FRB","","294","1","pc/cc","40","NE2001","","","","","CRAFT","CRAFT","","CRAFT"," FRB 200627","","","1","1","","0","Other-","2020-06-27 19:23:41.644","Shannon","","2020TNSFR2481....1S","",""
"71560","FRB 20200616A","19:42:07.770","+16:12:32.53","FRB","","976.85","0.5","pc/cc","398.67","NE2001","","","","","PALFA","PALFA","","PALFA","","","","1","1","","0.166","Clear-","2020-06-16 06:31:13.480","Parent","","2020TNSFR3517....1E","",""
"64995","FRB 20200607A","13:41:30.650","-05:08:24.10","FRB","","466.9","","pc/cc","31","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB200607","","","1","1","","0","Other-","2020-06-07 10:37:21.700","FRBCAT_bot","","2020TNSFR2470....1P","",""
"98492","FRB 20200514B","07:01:00.550","-45:54:24.96","FRB","","349.4","","pc/cc","85.3","NE2001","","","","","UTMOST","UTMOST","","UTMOST","FRB200514","","","1","1","","0","Other-","2020-05-14 05:40:45.700","Gupta","","2022TNSFR..28....1G","",""
"64994","FRB 20200508A","09:01:32.390","-65:35:42.70","FRB","","629","","pc/cc","144.9","NE2001","","","","","FRBCAT","FRBCAT","","FRBCAT","FRB200508","","","1","1","","0","Other-","2020-05-08 07:42:09.500","FRBCAT_bot","","2020TNSFR2470....1P","",""
"87174","FRB 20200430A","15:18:41.000","+12:20:23.00","FRB","","380.1","0.4","pc/cc","","NE2001","","","","","CRAFT","CRAFT","","CRAFT","FRB200430","","","1","1","","0","Other-","2020-04-30 15:49:48.907","Kumar","","2021TNSFR2275....1K","",""
"58774","FRB 20200423A","01:58:00.634","+65:43:00.63","FRB","20180916B","349.8","","pc/cc","","NE2001","2020-04-23 20:11:19.680","","","","VLA-realfast","VLA-realfast","","VLA-realfast","TFST0001_TEST_R3_10ms_000.58962.831878599536.8.1_seg12-i424-dm44-dt0","","","1","1","","0.13","Other-","2020-04-23 20:11:19.680","Law","","2020TNSFR1156....1L","",""
"100948","FRB 20200413A","21:54:16.800","-28:12:36.00","FRB","","1990.05","","pc/cc","","NE2001","","","","","MeerTRAP","MeerTRAP","","MeerTRAP","FRB 200415","","","1","1","2022-05-30","","","2020-04-13 09:13:12.806","Rajwade","","2022TNSFR1505....1B","",""
"72787","FRB 20200405A","13:13:27.520","+36:35:37.00","FRB","","212.298","0.5","pc/cc","21.57","NE2001","","","","","VLITE-Fast","VLITE-Fast","","VLITE-Fast","","","","1","1","","0","Other-","2020-04-05 05:34:54.354","Bethapudi","","2020TNSFR3759....1B","",""
"65034","FRB 20200324C","01:58:00.750","+65:43:00.31","FRB","20180916B","349","","pc/cc","200","NE2001","","","","0.0337","FRBCAT","FRBCAT","","FRBCAT","FRB20180916B","","","1","1","","0","Other-","2020-03-24 09:31:23.901","FRBCAT_bot","","2020TNSFR2470....1P","",""
"65033","FRB 20200324B","01:58:00.750","+65:43:00.31","FRB","20180916B","349","","pc/cc","200","NE2001","","","","0.0337","FRBCAT","FRBCAT","","FRBCAT","FRB20180916B","","","1","1","","0","Other-","2020-03-24 08:28:40.842","FRBCAT_bot","","2020TNSFR2470....1P","",""
"56446","FRB 20200324A","01:39:04.800","+65:42:36.00","FRB","20180916B","346.14","3.23","pc/cc","104.32","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","78294947","","","1","1","2020-03-27","","","2020-03-24 21:35:53.719","CHIME_FRB_bot","","2020TNSFR.892....1Z","",""
"65032","FRB 20200323B","01:58:00.750","+65:43:00.31","FRB","20180916B","349","","pc/cc","200","NE2001","","","","0.0337","FRBCAT","FRBCAT","","FRBCAT","FRB20180916B","","","1","1","","0","Other-","2020-03-23 10:53:34.901","FRBCAT_bot","","2020TNSFR2470....1P","",""
"65030","FRB 20200323A","01:58:00.750","+65:43:00.31","FRB","20180916B","349","","pc/cc","200","NE2001","","","","0.0337","FRBCAT","FRBCAT","","FRBCAT","FRB20180916B","","","1","1","","0","Other-","2020-03-23 10:07:02.778","FRBCAT_bot","","2020TNSFR2470....1P","",""
"56445","FRB 20200314A","18:54:26.400","+46:58:12.00","FRB","20190208A","575.83","6.47","pc/cc","71.8","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","77049697","","","1","1","2020-03-27","","","2020-03-14 15:22:41.274","CHIME_FRB_bot","","2020TNSFR.892....1Z","",""
"56444","FRB 20200307A","08:09:28.800","+46:16:12.00","FRB","20190907A","308.94","1.62","pc/cc","53.34","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","75987838","","","1","1","2020-03-27","","","2020-03-07 05:07:50.023","CHIME_FRB_bot","","2020TNSFR.892....1Z","",""
"56443","FRB 20200302A","04:20:40.800","+73:37:48.00","FRB","20180814A","194.1","12.94","pc/cc","104.08","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","75187874","","","1","1","2020-03-27","","","2020-03-02 01:52:16.447","CHIME_FRB_bot","","2020TNSFR.892....1Z","",""
"56442","FRB 20200224A","03:54:38.400","+73:37:48.00","FRB","20180814A","187.63","6.47","pc/cc","93.66","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","74343857","","","1","1","2020-03-27","","","2020-02-24 01:47:54.332","CHIME_FRB_bot","","2020TNSFR.892....1Z","",""
